sample_id,image_file,side,roi_name,object_id,centroid_x,centroid_y,area_px,bbox_min_row,bbox_min_col,bbox_max_row,bbox_max_col,region
demo_image,demo_image.tif,right,CPu_R,163,5652.260541500222,2201.2534398579674,2253,2173,5623,2237,5682,dorsal
demo_image,demo_image.tif,right,CPu_R,164,5748.129192546584,2195.92049689441,805,2173,5731,2225,5763,dorsal
demo_image,demo_image.tif,right,CPu_R,165,4798.315379623621,2201.9695003244647,1541,2174,4777,2228,4819,dorsal
demo_image,demo_image.tif,right,CPu_R,166,6086.525525525525,2189.5735735735734,333,2178,6078,2202,6098,dorsal
demo_image,demo_image.tif,right,CPu_R,170,4675.173204586602,2221.132770066385,1657,2187,4652,2258,4701,dorsal
demo_image,demo_image.tif,right,CPu_R,171,5393.606636597938,2224.9300902061855,3104,2187,5367,2263,5421,dorsal
demo_image,demo_image.tif,right,CPu_R,172,5590.341342756184,2213.3971731448764,1415,2188,5568,2238,5614,dorsal
demo_image,demo_image.tif,right,CPu_R,173,5345.903703703703,2220.716049382716,1620,2189,5324,2247,5371,dorsal
demo_image,demo_image.tif,right,CPu_R,175,4971.964912280701,2221.863859649123,1425,2194,4947,2251,4994,dorsal
demo_image,demo_image.tif,right,CPu_R,176,6092.619450317125,2212.65644820296,946,2195,6074,2232,6113,dorsal
demo_image,demo_image.tif,right,CPu_R,178,5124.1961563949635,2224.0337972167,1509,2203,5101,2249,5154,dorsal
demo_image,demo_image.tif,right,CPu_R,180,4927.542222222222,2226.448888888889,900,2205,4910,2247,4943,dorsal
demo_image,demo_image.tif,right,CPu_R,181,5777.211519364449,2226.1350546176764,1007,2205,5759,2249,5795,dorsal
demo_image,demo_image.tif,right,CPu_R,182,5929.886211512718,2227.4805890227576,747,2205,5913,2247,5949,dorsal
demo_image,demo_image.tif,right,CPu_R,183,5826.658058771149,2238.4848619768477,2246,2206,5798,2272,5856,dorsal
demo_image,demo_image.tif,right,CPu_R,185,5991.892761394102,2238.4520107238604,1865,2209,5973,2275,6013,dorsal
demo_image,demo_image.tif,right,CPu_R,186,4880.442548350398,2238.3703071672353,1758,2210,4854,2268,4908,dorsal
demo_image,demo_image.tif,right,CPu_R,187,5213.54467168999,2255.6552744886976,3716,2211,5186,2301,5246,dorsal
