sample_id,image_path,image_file,roi_path,right_roi_name,left_roi_name,total_cellpose_detected,striatum_right_count,striatum_left_count,striatum_total_count,cellprob_threshold,flow_threshold,tile_norm_blocksize,mask_output,overlay_output,striatum_right_area,striatum_left_area,striatum_total_area,striatum_right_density,striatum_left_density,striatum_total_density
demo_image,../data/tiff_files/demo_image.tif,demo_image.tif,../data/roi_zip/demo_image_RoiSet.zip,Striatum_R,Striatum_L,2230,1137,894,2031,-2.0,0.4,0,../outputs/2_cellpose_striatum_counts/masks/demo_image_cellpose_masks.tif,../outputs/2_cellpose_striatum_counts/overlays/demo_image_striatum_count_overlay.png,4005953,4042145,8048098,0.00028382759358384885,0.00022116970074057216,0.0002523577620451441
